event_id	season	stage	type	date	name	site	num_drivers
1977-03-Q	1977	3	Q	1977-03-05	South_African_Grand_Prix	Kyalami Circuit	23
1977-03-R	1977	3	R	1977-03-05	South_African_Grand_Prix	Kyalami Circuit	23
1977-04-Q	1977	4	Q	1977-04-03	United_States_Grand_Prix_-_West	Long Beach Street Circuit	22
1977-04-R	1977	4	R	1977-04-03	United_States_Grand_Prix_-_West	Long Beach Street Circuit	22
1977-05-Q	1977	5	Q	1977-05-08	Grand_Prix_of_Spain	Circuito Permanente del Jarama	25
1977-05-R	1977	5	R	1977-05-08	Grand_Prix_of_Spain	Circuito Permanente del Jarama	25
1977-06-Q	1977	6	Q	1977-05-22	Grand_Prix_of_Monaco	Circuit de Monaco	20
1977-06-R	1977	6	R	1977-05-22	Grand_Prix_of_Monaco	Circuit de Monaco	20
1977-07-Q	1977	7	Q	1977-06-05	Grand_Prix_of_Belgium	Circuit Zolder	27
1977-07-R	1977	7	R	1977-06-05	Grand_Prix_of_Belgium	Circuit Zolder	27
1977-08-Q	1977	8	Q	1977-06-19	Swedish_Grand_Prix	Scandinavia Raceway	24
1977-08-R	1977	8	R	1977-06-19	Swedish_Grand_Prix	Scandinavia Raceway	24
1977-09-Q	1977	9	Q	1977-07-03	Grand_Prix_of_France	Circuit de Dijon-Prenois	22
1977-09-R	1977	9	R	1977-07-03	Grand_Prix_of_France	Circuit de Dijon-Prenois	22
1977-10-Q	1977	10	Q	1977-07-16	British_Grand_Prix	Silverstone Circuit	26
1977-10-R	1977	10	R	1977-07-16	British_Grand_Prix	Silverstone Circuit	26
1977-11-Q	1977	11	Q	1977-07-31	Grand_Prix_of_Germany	Hockenheimring	25
1977-11-R	1977	11	R	1977-07-31	Grand_Prix_of_Germany	Hockenheimring	25
1977-12-Q	1977	12	Q	1977-08-14	Grand_Prix_of_Austria	Osterreichring	26
1977-12-R	1977	12	R	1977-08-14	Grand_Prix_of_Austria	Osterreichring	26
1977-13-Q	1977	13	Q	1977-08-28	Grand_Prix_of_the_Netherlands	Circuit Park Zandvoort	26
1977-13-R	1977	13	R	1977-08-28	Grand_Prix_of_the_Netherlands	Circuit Park Zandvoort	26
1977-14-Q	1977	14	Q	1977-09-11	Grand_Prix_of_Italy	Autodromo Nazionale di Monza	24
1977-14-R	1977	14	R	1977-09-11	Grand_Prix_of_Italy	Autodromo Nazionale di Monza	24
1977-15-Q	1977	15	Q	1977-10-02	United_States_Grand_Prix_-_East	Watkins Glen International	26
1977-15-R	1977	15	R	1977-10-02	United_States_Grand_Prix_-_East	Watkins Glen International	26
1977-16-Q	1977	16	Q	1977-10-09	Canadian_Grand_Prix	Mosport International Raceway	26
1977-16-R	1977	16	R	1977-10-09	Canadian_Grand_Prix	Mosport International Raceway	26
1977-17-Q	1977	17	Q	1977-10-23	Japanese_Grand_Prix	Fuji International Speedway	23
1977-17-R	1977	17	R	1977-10-23	Japanese_Grand_Prix	Fuji International Speedway	23
1978-01-Q	1978	1	Q	1978-01-15	Grand_Prix_of_Argentina	Autodromo Oscar Alfredo Galvez	24
1978-01-R	1978	1	R	1978-01-15	Grand_Prix_of_Argentina	Autodromo Oscar Alfredo Galvez	24
1978-02-Q	1978	2	Q	1978-01-29	Grand_Prix_of_Brazil	Jacarepagua	24
1978-02-R	1978	2	R	1978-01-29	Grand_Prix_of_Brazil	Jacarepagua	24
1978-03-Q	1978	3	Q	1978-03-04	South_African_Grand_Prix	Kyalami Circuit	26
1978-03-R	1978	3	R	1978-03-04	South_African_Grand_Prix	Kyalami Circuit	26
1978-04-Q	1978	4	Q	1978-04-02	United_States_Grand_Prix_-_West	Long Beach Street Circuit	24
1978-04-R	1978	4	R	1978-04-02	United_States_Grand_Prix_-_West	Long Beach Street Circuit	24
1978-05-Q	1978	5	Q	1978-05-07	Grand_Prix_of_Monaco	Circuit de Monaco	20
1978-05-R	1978	5	R	1978-05-07	Grand_Prix_of_Monaco	Circuit de Monaco	20
1978-06-Q	1978	6	Q	1978-05-21	Grand_Prix_of_Belgium	Circuit Zolder	24
1978-06-R	1978	6	R	1978-05-21	Grand_Prix_of_Belgium	Circuit Zolder	24
1978-07-Q	1978	7	Q	1978-06-04	Grand_Prix_of_Spain	Circuito Permanente del Jarama	24
1978-07-R	1978	7	R	1978-06-04	Grand_Prix_of_Spain	Circuito Permanente del Jarama	24
1978-08-Q	1978	8	Q	1978-06-17	Swedish_Grand_Prix	Scandinavia Raceway	24
1978-08-R	1978	8	R	1978-06-17	Swedish_Grand_Prix	Scandinavia Raceway	24
1978-09-Q	1978	9	Q	1978-07-02	Grand_Prix_of_France	Circuit Paul Ricard	26
1978-09-R	1978	9	R	1978-07-02	Grand_Prix_of_France	Circuit Paul Ricard	26
1978-10-Q	1978	10	Q	1978-07-16	British_Grand_Prix	Brands Hatch Circuit	26
1978-10-R	1978	10	R	1978-07-16	British_Grand_Prix	Brands Hatch Circuit	26
1978-11-Q	1978	11	Q	1978-07-30	Grand_Prix_of_Germany	Hockenheimring	24
1978-11-R	1978	11	R	1978-07-30	Grand_Prix_of_Germany	Hockenheimring	24
1978-12-Q	1978	12	Q	1978-08-13	Grand_Prix_of_Austria	Osterreichring	26
1978-12-R	1978	12	R	1978-08-13	Grand_Prix_of_Austria	Osterreichring	26
1978-13-Q	1978	13	Q	1978-08-27	Grand_Prix_of_the_Netherlands	Circuit Park Zandvoort	27
1978-13-R	1978	13	R	1978-08-27	Grand_Prix_of_the_Netherlands	Circuit Park Zandvoort	27
1978-14-Q	1978	14	Q	1978-09-10	Grand_Prix_of_Italy	Autodromo Nazionale di Monza	24
1978-14-R	1978	14	R	1978-09-10	Grand_Prix_of_Italy	Autodromo Nazionale di Monza	24
1978-15-Q	1978	15	Q	1978-10-01	Toyota_Grand_Prix_of_the_United_States	Watkins Glen International	26
1978-15-R	1978	15	R	1978-10-01	Toyota_Grand_Prix_of_the_United_States	Watkins Glen International	26
1978-16-Q	1978	16	Q	1978-10-08	Canadian_Grand_Prix	Circuit Gilles Villeneuve	22
1978-16-R	1978	16	R	1978-10-08	Canadian_Grand_Prix	Circuit Gilles Villeneuve	22
1979-01-Q	1979	1	Q	1979-01-21	Grand_Prix_of_Argentina	Autodromo Oscar Alfredo Galvez	26
1979-01-R	1979	1	R	1979-01-21	Grand_Prix_of_Argentina	Autodromo Oscar Alfredo Galvez	26
1979-02-Q	1979	2	Q	1979-02-04	Grand_Prix_of_Brazil	Autodromo Jose Carlos Pace	24
1979-02-R	1979	2	R	1979-02-04	Grand_Prix_of_Brazil	Autodromo Jose Carlos Pace	24
1979-03-Q	1979	3	Q	1979-03-03	South_African_Grand_Prix	Kyalami Circuit	24
1979-03-R	1979	3	R	1979-03-03	South_African_Grand_Prix	Kyalami Circuit	24
1979-04-Q	1979	4	Q	1979-04-08	United_States_Grand_Prix_-_West	Long Beach Street Circuit	26
1979-04-R	1979	4	R	1979-04-08	United_States_Grand_Prix_-_West	Long Beach Street Circuit	26
1979-05-Q	1979	5	Q	1979-04-29	Grand_Prix_of_Spain	Circuito Permanente del Jarama	24
1979-05-R	1979	5	R	1979-04-29	Grand_Prix_of_Spain	Circuito Permanente del Jarama	24
1979-06-Q	1979	6	Q	1979-05-13	Grand_Prix_of_Belgium	Circuit Zolder	24
1979-06-R	1979	6	R	1979-05-13	Grand_Prix_of_Belgium	Circuit Zolder	24
1979-07-Q	1979	7	Q	1979-05-27	Grand_Prix_of_Monaco	Circuit de Monaco	20
1979-07-R	1979	7	R	1979-05-27	Grand_Prix_of_Monaco	Circuit de Monaco	20
1979-08-Q	1979	8	Q	1979-07-01	Grand_Prix_of_France	Circuit de Dijon-Prenois	25
1979-08-R	1979	8	R	1979-07-01	Grand_Prix_of_France	Circuit de Dijon-Prenois	25
1979-09-Q	1979	9	Q	1979-07-14	British_Grand_Prix	Silverstone Circuit	24
1979-09-R	1979	9	R	1979-07-14	British_Grand_Prix	Silverstone Circuit	24
1979-10-Q	1979	10	Q	1979-07-29	Grand_Prix_of_Germany	Hockenheimring	24
1979-10-R	1979	10	R	1979-07-29	Grand_Prix_of_Germany	Hockenheimring	24
1979-11-Q	1979	11	Q	1979-08-12	Grand_Prix_of_Austria	Osterreichring	24
1979-11-R	1979	11	R	1979-08-12	Grand_Prix_of_Austria	Osterreichring	24
1979-12-Q	1979	12	Q	1979-08-26	Grand_Prix_of_the_Netherlands	Circuit Park Zandvoort	24
1979-12-R	1979	12	R	1979-08-26	Grand_Prix_of_the_Netherlands	Circuit Park Zandvoort	24
1979-13-Q	1979	13	Q	1979-09-09	Grand_Prix_of_Italy	Autodromo Nazionale di Monza	24
1979-13-R	1979	13	R	1979-09-09	Grand_Prix_of_Italy	Autodromo Nazionale di Monza	24
1979-14-Q	1979	14	Q	1979-09-30	Canadian_Grand_Prix	Circuit Gilles Villeneuve	25
1979-14-R	1979	14	R	1979-09-30	Canadian_Grand_Prix	Circuit Gilles Villeneuve	25
1979-15-Q	1979	15	Q	1979-10-07	United_States_Grand_Prix_-_East	Watkins Glen International	24
1979-15-R	1979	15	R	1979-10-07	United_States_Grand_Prix_-_East	Watkins Glen International	24
1980-01-Q	1980	1	Q	1980-01-13	Grand_Prix_of_Argentina	Autodromo Oscar Alfredo Galvez	24
1980-01-R	1980	1	R	1980-01-13	Grand_Prix_of_Argentina	Autodromo Oscar Alfredo Galvez	24
1980-02-Q	1980	2	Q	1980-01-27	Grand_Prix_of_Brazil	Autodromo Jose Carlos Pace	24
1980-02-R	1980	2	R	1980-01-27	Grand_Prix_of_Brazil	Autodromo Jose Carlos Pace	24
1980-03-Q	1980	3	Q	1980-03-01	Nashua_Grand_Prix_of_South_Africa	Kyalami Circuit	25
1980-03-R	1980	3	R	1980-03-01	Nashua_Grand_Prix_of_South_Africa	Kyalami Circuit	25
1980-04-Q	1980	4	Q	1980-03-30	Toyota_Grand_Prix_of_the_United_States_(March)	Long Beach Street Circuit	24
1980-04-R	1980	4	R	1980-03-30	Toyota_Grand_Prix_of_the_United_States_(March)	Long Beach Street Circuit	24
1980-05-Q	1980	5	Q	1980-05-04	Grand_Prix_of_Belgium	Circuit Zolder	24
1980-05-R	1980	5	R	1980-05-04	Grand_Prix_of_Belgium	Circuit Zolder	24
1980-06-Q	1980	6	Q	1980-05-18	Grand_Prix_of_Monaco	Circuit de Monaco	20
1980-06-R	1980	6	R	1980-05-18	Grand_Prix_of_Monaco	Circuit de Monaco	20
1980-07-Q	1980	7	Q	1980-06-29	Grand_Prix_of_France	Circuit Paul Ricard	24
1980-07-R	1980	7	R	1980-06-29	Grand_Prix_of_France	Circuit Paul Ricard	24
1980-08-Q	1980	8	Q	1980-07-13	Marlboro_British_Grand_Prix	Brands Hatch Circuit	24
1980-08-R	1980	8	R	1980-07-13	Marlboro_British_Grand_Prix	Brands Hatch Circuit	24
1980-09-Q	1980	9	Q	1980-08-10	Grand_Prix_of_Germany	Hockenheimring	24
1980-09-R	1980	9	R	1980-08-10	Grand_Prix_of_Germany	Hockenheimring	24
1980-10-Q	1980	10	Q	1980-08-17	Grand_Prix_of_Austria	Osterreichring	24
1980-10-R	1980	10	R	1980-08-17	Grand_Prix_of_Austria	Osterreichring	24
1980-11-Q	1980	11	Q	1980-08-31	Grand_Prix_of_the_Netherlands	Circuit Park Zandvoort	25
1980-11-R	1980	11	R	1980-08-31	Grand_Prix_of_the_Netherlands	Circuit Park Zandvoort	25
1980-12-Q	1980	12	Q	1980-09-14	Grand_Prix_of_Italy	Autodromo Enzo Dino Ferrari	24
1980-12-R	1980	12	R	1980-09-14	Grand_Prix_of_Italy	Autodromo Enzo Dino Ferrari	24
1980-13-Q	1980	13	Q	1980-09-28	Labatt_Grand_Prix_of_Canada	Circuit Gilles Villeneuve	24
1980-13-R	1980	13	R	1980-09-28	Labatt_Grand_Prix_of_Canada	Circuit Gilles Villeneuve	24
1980-14-Q	1980	14	Q	1980-10-05	Toyota_Grand_Prix_of_the_United_States_(October)	Watkins Glen International	25
1980-14-R	1980	14	R	1980-10-05	Toyota_Grand_Prix_of_the_United_States_(October)	Watkins Glen International	25
1981-01-Q	1981	1	Q	1981-03-15	Toyota_Grand_Prix_of_the_United_States	Long Beach Street Circuit	24
1981-01-R	1981	1	R	1981-03-15	Toyota_Grand_Prix_of_the_United_States	Long Beach Street Circuit	24
1981-02-Q	1981	2	Q	1981-03-29	Grand_Prix_of_Brazil	Jacarepagua	24
1981-02-R	1981	2	R	1981-03-29	Grand_Prix_of_Brazil	Jacarepagua	24
1981-03-Q	1981	3	Q	1981-04-12	Grand_Prix_of_Argentina	Autodromo Oscar Alfredo Galvez	24
1981-03-R	1981	3	R	1981-04-12	Grand_Prix_of_Argentina	Autodromo Oscar Alfredo Galvez	24
1981-04-Q	1981	4	Q	1981-05-03	Grand_Prix_of_San_Marino	Autodromo Enzo Dino Ferrari	24
1981-04-R	1981	4	R	1981-05-03	Grand_Prix_of_San_Marino	Autodromo Enzo Dino Ferrari	24
1981-05-Q	1981	5	Q	1981-05-17	Grand_Prix_of_Belgium	Circuit Zolder	24
1981-05-R	1981	5	R	1981-05-17	Grand_Prix_of_Belgium	Circuit Zolder	24
1981-06-Q	1981	6	Q	1981-05-31	Grand_Prix_of_Monaco	Circuit de Monaco	20
1981-06-R	1981	6	R	1981-05-31	Grand_Prix_of_Monaco	Circuit de Monaco	20
1981-07-Q	1981	7	Q	1981-06-21	Grand_Prix_of_Spain	Circuito Permanente del Jarama	25
1981-07-R	1981	7	R	1981-06-21	Grand_Prix_of_Spain	Circuito Permanente del Jarama	25
1981-08-Q	1981	8	Q	1981-07-05	Grand_Prix_of_France	Circuit de Dijon-Prenois	24
1981-08-R	1981	8	R	1981-07-05	Grand_Prix_of_France	Circuit de Dijon-Prenois	24
1981-09-Q	1981	9	Q	1981-07-18	Marlboro_British_Grand_Prix	Silverstone Circuit	24
1981-09-R	1981	9	R	1981-07-18	Marlboro_British_Grand_Prix	Silverstone Circuit	24
1981-10-Q	1981	10	Q	1981-08-02	Grand_Prix_of_Germany	Hockenheimring	24
1981-10-R	1981	10	R	1981-08-02	Grand_Prix_of_Germany	Hockenheimring	24
1981-11-Q	1981	11	Q	1981-08-16	Grand_Prix_of_Austria	Osterreichring	24
1981-11-R	1981	11	R	1981-08-16	Grand_Prix_of_Austria	Osterreichring	24
1981-12-Q	1981	12	Q	1981-08-30	Grand_Prix_of_the_Netherlands	Circuit Park Zandvoort	25
1981-12-R	1981	12	R	1981-08-30	Grand_Prix_of_the_Netherlands	Circuit Park Zandvoort	25
1981-13-Q	1981	13	Q	1981-09-13	Grand_Prix_of_Italy	Autodromo Nazionale di Monza	24
1981-13-R	1981	13	R	1981-09-13	Grand_Prix_of_Italy	Autodromo Nazionale di Monza	24
1981-14-Q	1981	14	Q	1981-09-27	Labatt_Grand_Prix_of_Canada	Circuit Gilles Villeneuve	24
1981-14-R	1981	14	R	1981-09-27	Labatt_Grand_Prix_of_Canada	Circuit Gilles Villeneuve	24
1981-15-Q	1981	15	Q	1981-10-17	Caesars_Palace_Grand_Prix	Caesars Palace	24
1981-15-R	1981	15	R	1981-10-17	Caesars_Palace_Grand_Prix	Caesars Palace	24
1982-01-Q	1982	1	Q	1982-01-23	South_African_Grand_Prix	Kyalami Circuit	26
1982-01-R	1982	1	R	1982-01-23	South_African_Grand_Prix	Kyalami Circuit	26
1982-02-Q	1982	2	Q	1982-03-21	Grand_Prix_of_Brazil	Jacarepagua	26
1982-02-R	1982	2	R	1982-03-21	Grand_Prix_of_Brazil	Jacarepagua	26
1982-03-Q	1982	3	Q	1982-04-04	Toyota_Grand_Prix_of_Long_Beach	Long Beach Street Circuit	26
1982-03-R	1982	3	R	1982-04-04	Toyota_Grand_Prix_of_Long_Beach	Long Beach Street Circuit	26
1982-04-Q	1982	4	Q	1982-04-25	Grand_Prix_of_San_Marino	Autodromo Enzo Dino Ferrari	14
1982-04-R	1982	4	R	1982-04-25	Grand_Prix_of_San_Marino	Autodromo Enzo Dino Ferrari	14
1982-05-Q	1982	5	Q	1982-05-09	Grand_Prix_of_Belgium	Circuit Zolder	28
1982-05-R	1982	5	R	1982-05-09	Grand_Prix_of_Belgium	Circuit Zolder	28
1982-06-Q	1982	6	Q	1982-05-23	Grand_Prix_of_Monaco	Circuit de Monaco	20
1982-06-R	1982	6	R	1982-05-23	Grand_Prix_of_Monaco	Circuit de Monaco	20
1982-07-Q	1982	7	Q	1982-06-06	United_States_Detroit_Grand_Prix	Detroit Street Circuit	26
1982-07-R	1982	7	R	1982-06-06	United_States_Detroit_Grand_Prix	Detroit Street Circuit	26
1982-08-Q	1982	8	Q	1982-06-13	Canadian_Grand_Prix	Circuit Gilles Villeneuve	26
1982-08-R	1982	8	R	1982-06-13	Canadian_Grand_Prix	Circuit Gilles Villeneuve	26
1982-09-Q	1982	9	Q	1982-07-03	Grand_Prix_of_the_Netherlands	Circuit Park Zandvoort	26
1982-09-R	1982	9	R	1982-07-03	Grand_Prix_of_the_Netherlands	Circuit Park Zandvoort	26
1982-10-Q	1982	10	Q	1982-07-18	British_Grand_Prix	Brands Hatch Circuit	26
1982-10-R	1982	10	R	1982-07-18	British_Grand_Prix	Brands Hatch Circuit	26
1982-11-Q	1982	11	Q	1982-07-25	Grand_Prix_of_France	Circuit Paul Ricard	26
1982-11-R	1982	11	R	1982-07-25	Grand_Prix_of_France	Circuit Paul Ricard	26
1982-12-Q	1982	12	Q	1982-08-08	Grand_Prix_of_Germany	Hockenheimring	27
1982-12-R	1982	12	R	1982-08-08	Grand_Prix_of_Germany	Hockenheimring	27
1982-13-Q	1982	13	Q	1982-08-15	Grand_Prix_of_Austria	Osterreichring	26
1982-13-R	1982	13	R	1982-08-15	Grand_Prix_of_Austria	Osterreichring	26
1982-14-Q	1982	14	Q	1982-08-29	Grand_Prix_of_Switzerland	Circuit de Dijon-Prenois	26
1982-14-R	1982	14	R	1982-08-29	Grand_Prix_of_Switzerland	Circuit de Dijon-Prenois	26
1982-15-Q	1982	15	Q	1982-09-12	Grand_Prix_of_Italy	Autodromo Nazionale di Monza	26
1982-15-R	1982	15	R	1982-09-12	Grand_Prix_of_Italy	Autodromo Nazionale di Monza	26
1982-16-Q	1982	16	Q	1982-09-25	Caesars_Palace_Grand_Prix	Caesars Palace	27
1982-16-R	1982	16	R	1982-09-25	Caesars_Palace_Grand_Prix	Caesars Palace	27
1983-01-Q	1983	1	Q	1983-03-13	Grand_Prix_of_Brazil	Jacarepagua	26
1983-01-R	1983	1	R	1983-03-13	Grand_Prix_of_Brazil	Jacarepagua	26
1983-02-Q	1983	2	Q	1983-03-27	Toyota_Grand_Prix_of_the_United_States	Long Beach Street Circuit	26
1983-02-R	1983	2	R	1983-03-27	Toyota_Grand_Prix_of_the_United_States	Long Beach Street Circuit	26
1983-03-Q	1983	3	Q	1983-04-17	Grand_Prix_of_France	Circuit Paul Ricard	26
1983-03-R	1983	3	R	1983-04-17	Grand_Prix_of_France	Circuit Paul Ricard	26
1983-04-Q	1983	4	Q	1983-05-01	Grand_Prix_of_San_Marino	Autodromo Enzo Dino Ferrari	26
1983-04-R	1983	4	R	1983-05-01	Grand_Prix_of_San_Marino	Autodromo Enzo Dino Ferrari	26
1983-05-Q	1983	5	Q	1983-05-15	Grand_Prix_of_Monaco	Circuit de Monaco	20
1983-05-R	1983	5	R	1983-05-15	Grand_Prix_of_Monaco	Circuit de Monaco	20
1983-06-Q	1983	6	Q	1983-05-22	Grand_Prix_of_Belgium	Circuit de Spa Francorchamps	26
1983-06-R	1983	6	R	1983-05-22	Grand_Prix_of_Belgium	Circuit de Spa Francorchamps	26
1983-07-Q	1983	7	Q	1983-06-05	United_States_Grand_Prix	Detroit Street Circuit	26
1983-07-R	1983	7	R	1983-06-05	United_States_Grand_Prix	Detroit Street Circuit	26
1983-08-Q	1983	8	Q	1983-06-12	Labatt_Grand_Prix_of_Canada	Circuit Gilles Villeneuve	26
1983-08-R	1983	8	R	1983-06-12	Labatt_Grand_Prix_of_Canada	Circuit Gilles Villeneuve	26
1983-09-Q	1983	9	Q	1983-07-16	Marlboro_British_Grand_Prix	Silverstone Circuit	26
1983-09-R	1983	9	R	1983-07-16	Marlboro_British_Grand_Prix	Silverstone Circuit	26
1983-10-Q	1983	10	Q	1983-08-07	Grand_Prix_of_Germany	Hockenheimring	26
1983-10-R	1983	10	R	1983-08-07	Grand_Prix_of_Germany	Hockenheimring	26
1983-11-Q	1983	11	Q	1983-08-14	Grand_Prix_of_Austria	Osterreichring	26
1983-11-R	1983	11	R	1983-08-14	Grand_Prix_of_Austria	Osterreichring	26
1983-12-Q	1983	12	Q	1983-08-28	Grand_Prix_of_the_Netherlands	Circuit Park Zandvoort	26
1983-12-R	1983	12	R	1983-08-28	Grand_Prix_of_the_Netherlands	Circuit Park Zandvoort	26
1983-13-Q	1983	13	Q	1983-09-11	Grand_Prix_of_Italy	Autodromo Nazionale di Monza	26
1983-13-R	1983	13	R	1983-09-11	Grand_Prix_of_Italy	Autodromo Nazionale di Monza	26
1983-14-Q	1983	14	Q	1983-09-25	John_Player_Grand_Prix_of_Europe	Brands Hatch Circuit	26
1983-14-R	1983	14	R	1983-09-25	John_Player_Grand_Prix_of_Europe	Brands Hatch Circuit	26
1983-15-Q	1983	15	Q	1983-10-15	Southern_Sun_Hotels_Grand_Prix_of_South_Africa	Kyalami Circuit	26
1983-15-R	1983	15	R	1983-10-15	Southern_Sun_Hotels_Grand_Prix_of_South_Africa	Kyalami Circuit	26
1984-01-Q	1984	1	Q	1984-03-25	Grand_Prix_of_Brazil	Jacarepagua	26
1984-01-R	1984	1	R	1984-03-25	Grand_Prix_of_Brazil	Jacarepagua	26
1984-02-Q	1984	2	Q	1984-04-07	National_Panasonic_Grand_Prix_of_South_Africa	Kyalami Circuit	27
1984-02-R	1984	2	R	1984-04-07	National_Panasonic_Grand_Prix_of_South_Africa	Kyalami Circuit	27
1984-03-Q	1984	3	Q	1984-04-29	Grand_Prix_of_Belgium	Circuit Zolder	26
1984-03-R	1984	3	R	1984-04-29	Grand_Prix_of_Belgium	Circuit Zolder	26
1984-04-Q	1984	4	Q	1984-05-06	Grand_Prix_of_San_Marino	Autodromo Enzo Dino Ferrari	26
1984-04-R	1984	4	R	1984-05-06	Grand_Prix_of_San_Marino	Autodromo Enzo Dino Ferrari	26
1984-05-Q	1984	5	Q	1984-05-20	Grand_Prix_of_France	Circuit de Dijon-Prenois	26
1984-05-R	1984	5	R	1984-05-20	Grand_Prix_of_France	Circuit de Dijon-Prenois	26
1984-06-Q	1984	6	Q	1984-06-03	Grand_Prix_of_Monaco	Circuit de Monaco	20
1984-06-R	1984	6	R	1984-06-03	Grand_Prix_of_Monaco	Circuit de Monaco	20
1984-07-Q	1984	7	Q	1984-06-17	Labatt_Grand_Prix_of_Canada	Circuit Gilles Villeneuve	26
1984-07-R	1984	7	R	1984-06-17	Labatt_Grand_Prix_of_Canada	Circuit Gilles Villeneuve	26
1984-08-Q	1984	8	Q	1984-06-24	United_States_Grand_Prix_(June)	Detroit Street Circuit	26
1984-08-R	1984	8	R	1984-06-24	United_States_Grand_Prix_(June)	Detroit Street Circuit	26
1984-09-Q	1984	9	Q	1984-07-08	United_States_Grand_Prix_(July)	Dallas Grand Prix Circuit	26
1984-09-R	1984	9	R	1984-07-08	United_States_Grand_Prix_(July)	Dallas Grand Prix Circuit	26
1984-10-Q	1984	10	Q	1984-07-22	John_Player_Special_British_Grand_Prix	Brands Hatch Circuit	27
1984-10-R	1984	10	R	1984-07-22	John_Player_Special_British_Grand_Prix	Brands Hatch Circuit	27
1984-11-Q	1984	11	Q	1984-08-05	Grand_Prix_of_Germany	Hockenheimring	26
1984-11-R	1984	11	R	1984-08-05	Grand_Prix_of_Germany	Hockenheimring	26
1984-12-Q	1984	12	Q	1984-08-19	Grand_Prix_of_Austria	Osterreichring	26
1984-12-R	1984	12	R	1984-08-19	Grand_Prix_of_Austria	Osterreichring	26
1984-13-Q	1984	13	Q	1984-08-26	Grand_Prix_of_the_Netherlands	Circuit Park Zandvoort	27
1984-13-R	1984	13	R	1984-08-26	Grand_Prix_of_the_Netherlands	Circuit Park Zandvoort	27
1984-14-Q	1984	14	Q	1984-09-09	Grand_Prix_of_Italy	Autodromo Nazionale di Monza	26
1984-14-R	1984	14	R	1984-09-09	Grand_Prix_of_Italy	Autodromo Nazionale di Monza	26
1984-15-Q	1984	15	Q	1984-10-07	Grand_Prix_of_Europe	Nurburgring	26
1984-15-R	1984	15	R	1984-10-07	Grand_Prix_of_Europe	Nurburgring	26
1984-16-Q	1984	16	Q	1984-10-21	Grand_Prix_of_Portugal	Autodromo do Estoril	27
1984-16-R	1984	16	R	1984-10-21	Grand_Prix_of_Portugal	Autodromo do Estoril	27
1985-01-Q	1985	1	Q	1985-04-07	Grand_Prix_of_Brazil	Jacarepagua	25
1985-01-R	1985	1	R	1985-04-07	Grand_Prix_of_Brazil	Jacarepagua	25
1985-02-Q	1985	2	Q	1985-04-21	Grand_Prix_of_Portugal	Autodromo do Estoril	26
1985-02-R	1985	2	R	1985-04-21	Grand_Prix_of_Portugal	Autodromo do Estoril	26
1985-03-Q	1985	3	Q	1985-05-05	Grand_Prix_of_San_Marino	Autodromo Enzo Dino Ferrari	26
1985-03-R	1985	3	R	1985-05-05	Grand_Prix_of_San_Marino	Autodromo Enzo Dino Ferrari	26
1985-04-Q	1985	4	Q	1985-05-19	Grand_Prix_of_Monaco	Circuit de Monaco	20
1985-04-R	1985	4	R	1985-05-19	Grand_Prix_of_Monaco	Circuit de Monaco	20
1985-05-Q	1985	5	Q	1985-06-16	Labatt_Grand_Prix_of_Canada	Circuit Gilles Villeneuve	25
1985-05-R	1985	5	R	1985-06-16	Labatt_Grand_Prix_of_Canada	Circuit Gilles Villeneuve	25
1985-06-Q	1985	6	Q	1985-06-23	United_States_Grand_Prix	Detroit Street Circuit	25
1985-06-R	1985	6	R	1985-06-23	United_States_Grand_Prix	Detroit Street Circuit	25
1985-07-Q	1985	7	Q	1985-07-07	Grand_Prix_of_France	Circuit Paul Ricard	26
1985-07-R	1985	7	R	1985-07-07	Grand_Prix_of_France	Circuit Paul Ricard	26
1985-08-Q	1985	8	Q	1985-07-21	Marlboro_British_Grand_Prix	Silverstone Circuit	26
1985-08-R	1985	8	R	1985-07-21	Marlboro_British_Grand_Prix	Silverstone Circuit	26
1985-09-Q	1985	9	Q	1985-08-04	Grand_Prix_of_Germany	Nurburgring	27
1985-09-R	1985	9	R	1985-08-04	Grand_Prix_of_Germany	Nurburgring	27
1985-10-Q	1985	10	Q	1985-08-18	Grand_Prix_of_Austria	Osterreichring	26
1985-10-R	1985	10	R	1985-08-18	Grand_Prix_of_Austria	Osterreichring	26
1985-11-Q	1985	11	Q	1985-08-25	Grand_Prix_of_the_Netherlands	Circuit Park Zandvoort	26
1985-11-R	1985	11	R	1985-08-25	Grand_Prix_of_the_Netherlands	Circuit Park Zandvoort	26
1985-12-Q	1985	12	Q	1985-09-08	Grand_Prix_of_Italy	Autodromo Nazionale di Monza	26
1985-12-R	1985	12	R	1985-09-08	Grand_Prix_of_Italy	Autodromo Nazionale di Monza	26
1985-13-Q	1985	13	Q	1985-09-15	Grand_Prix_of_Belgium	Circuit de Spa Francorchamps	24
1985-13-R	1985	13	R	1985-09-15	Grand_Prix_of_Belgium	Circuit de Spa Francorchamps	24
1985-14-Q	1985	14	Q	1985-10-06	Shell_Oils_Grand_Prix_of_Europe	Brands Hatch Circuit	26
1985-14-R	1985	14	R	1985-10-06	Shell_Oils_Grand_Prix_of_Europe	Brands Hatch Circuit	26
1985-15-Q	1985	15	Q	1985-10-19	Southern_Sun_Hotels_Grand_Prix_of_South_Africa	Kyalami Circuit	21
